cost
104
102
90
112
102
94
99
100
101
104
99
99
103
97
109
109
99
95
98
101
103
93
107
92
96
105
95
105
98
89
105
97
99
100
104
111
90
111
99
107
106
99
102
123
103
105
108
114
101
92
96
97
108
93
93
112
95
97
123
106
91
102
107
94
104
98
94
95
109
96
104
106
102
100
124
95
95
97
106
105
99
100
89
94
102
95
97
98
92
92
93
96
101
97
96
95
97
94
98
100
96
91
89
125
100
100
104
101
102
91
101
100
102
137
92
93
94
98
96
106
101
99
114
97
97
93
95
107
94
93
102
105
106
110
96
94
