cost
26
29
24
28
25
25
25
25
28
29
28
35
26
32
27
27
29
27
26
29
25
24
26
24
25
28
25
24
31
24
24
25
27
26
25
31
28
25
26
26
27
24
27
24
25
25
25
25
30
25
26
26
24
32
26
24
30
27
25
25
29
27
24
25
28
25
27
25
24
25
26
25
26
26
28
27
29
28
24
27
25
26
25
24
27
25
29
26
26
27
25
34
24
31
26
25
26
24
29
26
25
27
28
35
24
27
27
28
32
24
25
27
24
28
27
28
25
27
26
28
24
28
25
26
26
27
27
25
25
28
25
25
25
24
28
29
26
24
26
25
25
29
30
27
24
28
26
27
26
26
26
26
27
25
27
26
29
28
25
24
27
28
25
27
26
25
26
25
27
24
31
26
26
26
25
28
27
25
25
24
26
26
25
26
24
24
28
24
25
29
28
26
27
27
25
33
26
26
26
25
24
25
24
26
26
25
24
25
24
26
27
27
27
30
26
30
35
24
24
37
26
24
31
29
27
24
26
33
32
25
27
31
30
27
26
26
26
25
25
26
26
28
25
26
32
30
24
33
37
28
25
24
26
26
24
32
28
29
27
27
24
25
29
25
26
26
31
28
26
25
28
25
25
25
25
26
28
27
24
29
27
27
42
25
31
33
26
25
29
25
25
25
27
25
25
26
25
25
28
25
26
27
27
27
26
27
27
24
26
25
27
28
24
25
25
27
26
28
24
26
25
24
29
32
26
25
24
25
29
26
25
30
28
24
26
24
27
25
28
26
30
26
27
25
26
27
24
24
35
25
26
25
27
26
37
28
28
25
26
28
25
24
26
27
28
25
33
26
25
28
25
26
29
25
25
24
27
26
28
26
31
31
26
27
27
33
31
30
25
28
25
27
27
30
26
25
26
25
24
28
29
28
25
26
25
29
26
25
24
26
27
25
27
28
29
28
27
26
24
26
25
25
29
26
25
26
25
24
25
27
26
24
27
25
26
28
25
26
27
30
26
25
25
26
24
26
25
25
24
26
27
24
26
26
26
27
27
24
26
25
27
24
25
28
27
25
26
24
25
24
29
25
26
29
29
25
27
27
26
25
25
28
27
29
27
26
26
26
26
28
33
28
25
24
25
25
26
32
25
27
25
25
29
24
24
25
