cost
18
16
24
22
16
16
19
18
17
18
22
18
56
17
24
17
27
33
16
17
23
27
22
19
20
17
16
19
20
17
19
20
17
17
18
20
19
20
17
18
22
20
26
19
21
25
18
24
19
24
19
28
20
19
18
17
16
16
19
19
20
18
18
24
46
23
17
17
21
18
18
22
19
22
18
19
18
17
19
22
21
20
22
17
17
22
20
20
20
16
16
19
22
25
19
19
16
23
25
16
24
19
16
19
21
16
22
18
19
17
19
20
18
18
21
16
20
25
16
19
20
20
19
18
19
21
19
18
21
37
18
16
19
19
17
17
17
22
17
20
18
20
16
23
20
19
19
16
16
18
20
18
18
16
19
18
23
16
22
16
17
20
17
21
16
20
16
19
17
18
17
17
18
21
18
19
16
19
18
18
21
16
24
18
19
18
20
18
16
25
17
19
24
17
19
18
25
18
30
21
19
17
23
17
19
19
18
23
18
23
19
17
16
22
18
18
18
17
16
17
20
19
19
19
21
32
23
21
17
18
16
21
18
18
18
17
21
17
19
16
16
20
19
18
19
20
16
17
18
21
16
18
16
20
20
21
18
16
20
22
16
17
22
23
19
22
19
22
18
17
23
16
19
19
20
21
22
22
22
21
21
18
18
17
21
18
18
23
24
17
19
19
18
17
16
19
18
22
18
16
26
16
18
21
20
24
20
27
23
18
21
16
18
16
18
17
19
18
21
20
16
16
18
18
16
20
20
20
17
18
16
16
20
19
20
19
19
16
17
16
19
21
21
19
17
20
18
24
19
21
25
16
20
20
17
19
19
18
22
20
18
22
22
23
18
16
17
17
20
21
17
21
21
17
18
22
19
19
19
17
21
20
17
16
