cost
70
86
78
71
74
81
72
81
72
81
88
77
77
80
76
74
72
75
80
75
76
75
77
74
101
79
77
72
90
79
74
78
74
83
86
80
70
72
77
74
75
77
79
77
74
75
72
74
79
74
79
83
77
69
76
77
81
75
109
79
84
79
73
74
75
74
83
81
72
71
74
76
75
91
82
78
71
75
72
83
73
74
81
73
90
81
80
71
77
84
77
75
71
81
80
76
74
71
70
74
80
71
71
76
78
77
84
82
76
78
74
73
72
72
84
73
76
83
75
74
72
76
75
77
75
73
72
70
80
78
71
73
73
81
73
77
75
77
73
73
77
75
71
80
77
78
80
79
76
79
73
78
74
84
78
75
74
126
70
73
81
88
74
81
81
75
73
83
76
73
76
78
91
72
84
72
73
75
77
78
73
72
74
73
72
74
76
98
79
77
70
78
71
76
69
78
72
77
77
77
76
75
70
77
77
75
75
79
76
83
75
82
80
73
80
91
72
77
74
78
82
76
85
79
76
81
91
80
70
73
73
84
79
69
70
79
78
80
71
78
72
85
84
73
77
73
71
69
71
72
79
74
81
70
76
75
73
81
71
81
83
73
71
71
75
72
73
78
72
82
77
75
73
72
88
73
72
75
78
84
75
72
73
72
74
69
78
78
74
75
76
72
72
74
74
73
