cost
20
20
18
18
22
19
19
23
17
17
18
23
18
25
16
23
28
20
17
23
19
19
21
17
20
20
18
16
20
22
19
17
27
20
17
21
19
18
17
23
20
19
24
17
24
19
17
20
18
22
22
18
19
17
21
18
17
18
17
21
17
19
22
16
37
22
22
19
18
16
18
18
17
20
17
22
17
18
17
21
19
16
17
19
18
16
18
16
16
22
28
20
19
16
17
25
18
30
20
19
16
16
22
17
19
16
20
19
18
16
19
18
16
21
18
17
20
23
20
22
18
18
16
19
16
22
16
16
17
19
18
20
16
22
21
22
20
17
18
29
19
19
20
18
18
24
16
17
19
21
19
21
19
20
17
17
46
22
20
17
16
18
22
24
17
21
17
27
21
18
16
23
18
18
19
17
18
22
18
18
17
21
20
18
18
19
22
17
34
20
19
19
19
18
16
16
19
23
19
20
16
22
22
16
19
24
22
19
18
17
20
17
20
18
16
18
18
17
20
16
18
16
16
19
16
16
24
19
30
23
20
20
21
18
16
21
21
18
22
17
17
64
17
20
20
20
18
17
20
17
19
16
16
18
18
19
17
24
21
21
18
21
18
19
17
18
18
19
20
35
22
19
17
17
17
18
16
17
48
17
16
20
18
40
17
21
21
22
17
21
18
16
21
17
22
20
18
19
22
18
17
19
22
16
31
19
18
16
17
21
19
17
22
20
23
20
19
19
20
16
20
18
25
22
20
17
16
22
22
17
20
17
16
20
18
19
23
17
25
19
20
18
17
16
20
24
17
18
16
21
19
20
16
18
16
22
21
20
18
19
22
21
18
20
16
20
22
16
18
16
23
26
16
17
17
19
21
17
25
20
16
18
20
20
16
18
21
