cost
22
16
18
17
23
17
19
17
16
16
16
17
19
16
20
17
17
17
16
21
23
16
20
20
18
16
18
19
19
17
19
16
19
17
17
19
19
17
17
20
17
16
19
20
17
21
18
16
20
16
23
18
23
16
17
20
16
18
17
16
17
25
18
16
16
19
17
16
20
17
21
17
20
20
17
22
17
19
19
16
17
19
18
20
17
18
33
18
17
18
18
16
20
17
17
18
21
22
20
17
17
16
17
18
16
20
16
25
18
16
21
18
17
17
16
19
19
20
21
32
16
20
16
18
16
20
17
19
17
19
17
19
16
17
17
16
21
16
18
17
21
18
19
18
25
18
19
16
20
18
16
16
18
18
17
18
16
17
19
19
18
27
33
18
17
16
20
24
18
17
18
18
19
24
18
16
19
19
18
16
17
18
17
16
16
16
17
18
21
17
19
18
18
16
18
18
22
21
19
19
21
18
20
21
16
21
16
18
29
18
19
18
17
16
16
17
19
22
16
17
16
21
18
17
18
16
17
18
22
17
18
17
17
16
16
19
17
17
17
16
19
16
16
16
16
19
17
17
17
17
16
19
16
19
17
16
20
24
16
18
16
21
17
16
16
19
21
20
16
17
17
22
17
18
17
16
21
20
19
16
21
16
18
18
16
20
20
17
19
16
19
16
18
20
24
18
18
19
17
16
19
21
18
18
16
18
21
18
23
20
17
17
17
16
20
20
16
18
18
19
19
19
18
18
19
19
17
17
16
16
28
17
18
23
18
20
21
16
18
18
19
16
17
16
16
18
24
18
23
17
19
19
21
19
19
17
18
19
16
18
17
18
19
18
17
17
16
16
18
18
20
16
18
17
17
17
19
18
16
17
20
19
21
20
17
17
25
16
17
19
16
20
19
19
19
20
19
17
20
17
18
21
17
17
21
18
19
17
17
19
21
23
18
17
22
17
18
18
16
19
19
16
17
17
19
16
21
16
17
16
19
20
17
17
16
20
48
19
17
19
17
17
18
17
17
17
17
18
26
17
21
18
19
19
16
17
19
23
21
20
16
16
18
19
20
21
19
16
16
26
17
17
16
16
