cost
44
45
46
43
47
52
55
51
43
47
45
47
48
46
47
54
46
45
48
46
46
52
46
44
47
45
56
44
54
44
44
49
47
54
46
47
46
46
46
65
48
47
46
44
47
47
44
47
45
49
47
51
45
45
48
57
51
43
49
42
45
45
46
48
47
43
54
47
47
45
45
47
49
45
46
63
45
44
44
48
45
59
46
45
50
46
48
44
76
48
47
52
43
46
46
42
49
47
45
60
47
45
47
47
48
47
47
45
43
45
47
43
48
44
43
44
43
50
47
46
47
49
46
51
43
44
51
46
43
47
49
43
50
45
45
49
46
46
48
49
51
47
49
44
49
50
44
43
45
50
44
44
43
57
46
44
47
48
44
43
56
50
49
45
49
44
47
46
47
48
49
47
44
45
45
48
47
45
44
44
52
44
43
47
45
46
45
46
53
51
48
46
51
56
48
45
44
47
44
50
45
45
48
44
45
50
50
47
45
46
43
45
73
46
48
50
49
48
42
44
46
45
43
45
47
47
47
48
42
45
49
48
44
44
43
46
50
46
43
44
47
48
45
44
48
46
47
46
44
45
45
45
45
46
43
51
50
52
49
48
48
57
91
43
48
45
47
43
43
45
46
61
52
50
57
49
44
46
45
47
53
46
44
46
49
43
44
45
44
43
43
50
50
44
43
46
44
46
46
45
51
47
44
45
44
45
47
44
45
48
43
45
50
46
45
46
44
42
44
43
44
45
47
44
48
46
46
42
49
47
43
45
46
48
50
48
48
44
51
44
47
43
48
45
47
47
46
48
47
45
44
46
48
50
46
45
48
45
44
47
46
47
46
43
45
45
48
46
45
56
47
52
56
44
48
47
48
