cost
47
46
47
44
49
43
49
54
53
49
47
47
58
43
44
48
46
60
48
47
44
52
48
47
45
49
45
49
47
50
44
49
48
46
49
49
43
48
45
46
45
44
44
44
47
44
43
45
47
44
46
47
43
48
42
42
47
44
44
49
44
45
51
45
48
47
49
52
48
45
44
44
44
43
52
44
47
52
48
45
47
43
49
48
43
47
51
46
42
44
45
45
46
44
46
47
43
44
49
43
47
48
46
44
45
47
49
49
49
43
45
51
43
51
45
46
52
50
47
48
43
47
45
48
44
46
53
47
46
80
50
47
58
46
44
48
44
49
47
49
45
46
45
45
48
43
49
46
46
44
44
49
51
43
49
70
46
53
46
45
46
44
49
47
47
48
47
43
43
55
48
51
43
53
44
50
45
43
48
48
47
50
51
54
52
51
51
44
46
50
46
46
50
43
48
47
45
52
48
48
44
51
54
46
49
46
51
48
46
42
45
42
46
46
50
46
42
44
45
45
45
49
45
51
43
48
48
46
47
49
43
46
49
45
49
44
47
51
49
46
50
48
45
46
43
47
48
46
49
46
51
46
43
46
46
45
44
45
45
53
43
44
45
43
49
46
43
44
46
50
46
71
53
46
53
49
45
45
44
44
44
52
48
49
44
46
52
48
49
46
45
49
50
51
48
44
47
50
43
45
43
52
46
45
45
44
52
43
45
53
45
44
48
45
43
43
48
45
50
46
49
45
44
46
49
43
69
47
46
43
47
48
46
47
45
48
45
54
53
51
52
45
50
44
46
49
47
49
48
44
61
47
48
44
44
45
47
48
49
46
45
48
45
48
43
45
46
60
46
46
46
49
49
48
42
47
50
52
46
46
44
44
50
45
45
45
46
