cost
98
106
96
107
99
104
99
94
96
111
105
92
105
96
99
95
119
95
93
101
95
103
100
122
100
100
106
97
95
89
97
100
104
99
98
98
121
99
101
97
103
96
94
99
87
100
114
97
101
107
98
101
104
97
102
99
110
102
95
100
98
98
114
100
102
116
98
100
94
97
96
101
100
95
86
97
105
91
105
96
159
101
89
95
100
105
92
99
95
99
96
113
94
93
93
91
97
98
101
101
130
93
114
97
106
126
108
96
95
101
100
90
103
113
93
105
105
108
109
95
107
109
107
117
92
93
91
106
96
102
89
94
103
112
103
99
101
111
95
126
101
93
103
120
103
98
111
104
98
101
109
106
103
98
111
93
