cost
16
16
17
16
17
17
16
17
16
19
18
18
18
16
20
18
19
16
18
19
23
16
21
23
18
19
18
18
16
17
17
17
23
16
16
17
20
18
21
17
18
20
17
19
19
17
17
19
23
17
21
17
16
19
16
17
18
16
16
16
16
21
18
16
17
22
21
19
20
21
16
16
16
16
17
16
17
16
17
18
26
17
17
16
19
19
19
18
18
16
18
18
20
17
20
19
18
20
18
16
20
18
17
18
17
20
16
18
16
16
20
19
16
18
16
16
18
23
16
18
23
18
16
18
16
16
19
17
18
21
17
17
19
16
17
16
16
17
21
18
18
18
17
18
17
16
19
17
18
18
17
18
19
18
21
27
19
18
16
20
16
17
31
19
20
17
20
26
16
21
18
19
16
19
16
18
16
18
17
17
18
17
17
17
17
17
21
18
20
19
17
19
25
20
19
16
17
18
16
23
19
16
19
24
16
20
20
17
19
16
17
26
19
17
21
17
19
17
17
17
20
18
19
16
20
18
22
19
17
20
17
19
17
16
19
18
17
16
21
16
16
20
19
19
18
17
18
16
17
16
16
18
18
16
18
17
18
23
17
19
18
18
16
18
23
17
20
17
17
22
18
23
20
16
19
16
16
19
18
18
16
18
22
17
17
21
19
18
19
16
18
19
17
18
17
17
16
17
18
18
19
16
17
18
17
17
20
21
16
18
16
17
16
18
16
16
16
16
20
17
24
18
17
18
18
20
21
18
20
17
18
18
17
17
17
17
22
21
17
19
18
33
16
21
18
17
19
23
18
18
19
20
16
19
16
22
21
17
18
18
20
21
17
20
16
19
16
18
17
20
20
19
17
16
22
20
20
16
18
17
18
18
16
17
16
17
17
18
17
23
19
18
16
17
17
18
16
19
17
19
18
17
18
17
16
20
19
16
29
19
21
18
16
19
23
21
18
17
17
18
16
19
16
18
16
16
18
22
18
18
23
17
19
20
16
18
18
20
18
18
17
17
17
17
18
16
20
17
16
17
19
20
18
18
17
22
17
18
18
18
