cost
94
89
98
97
97
93
95
93
91
89
91
93
91
94
91
99
91
88
95
96
91
90
90
93
94
87
86
94
97
84
93
90
102
94
100
87
90
94
86
97
89
93
101
110
114
92
99
93
89
86
93
86
91
88
90
88
92
102
102
91
98
96
93
88
115
95
99
92
101
97
93
90
100
92
93
89
94
91
96
89
92
101
90
92
89
93
86
100
95
104
92
92
90
95
87
113
96
96
87
96
86
84
102
92
96
89
95
94
110
88
92
92
97
90
97
92
92
91
92
91
94
92
99
87
85
95
97
92
93
94
96
91
93
90
92
92
93
85
92
88
104
92
111
92
94
115
88
95
94
100
90
92
100
97
94
92
94
91
91
92
96
88
88
87
95
93
94
92
95
93
90
93
95
91
91
100
93
86
93
95
95
90
98
90
91
89
90
93
86
103
92
102
88
99
89
94
91
94
91
103
88
94
93
95
91
92
90
92
89
95
91
97
95
94
96
100
88
88
90
105
96
86
89
106
95
99
