cost
25
30
27
25
24
27
32
29
25
26
29
29
28
27
25
25
25
25
25
25
26
27
26
29
28
28
25
28
25
26
26
30
25
26
25
25
28
24
25
25
26
25
24
25
24
28
25
26
27
25
31
29
25
26
25
29
30
25
28
26
27
27
24
25
26
25
27
29
26
26
25
27
26
29
25
25
26
28
26
26
25
33
27
28
28
28
26
26
25
27
27
30
27
26
25
26
27
26
28
26
26
27
27
25
29
28
25
26
25
26
28
29
27
26
24
30
24
24
30
27
25
26
25
25
28
25
28
24
27
27
26
28
27
28
26
26
27
27
26
29
24
24
26
26
32
26
26
26
25
24
26
28
28
26
26
27
25
24
26
25
26
26
25
27
26
26
27
25
26
27
27
27
26
25
27
24
31
25
25
24
27
25
26
26
25
25
26
29
27
25
25
26
27
30
24
25
24
27
29
28
26
29
27
25
33
28
27
29
25
25
25
28
32
28
27
29
30
27
25
26
28
26
59
27
25
26
24
26
28
25
25
25
27
24
26
25
27
27
26
24
28
24
26
26
24
24
45
27
29
27
26
31
24
26
26
25
28
33
25
30
26
26
24
26
25
25
24
29
24
27
25
26
24
28
25
25
27
27
28
26
26
24
34
27
25
25
28
28
26
26
30
27
25
27
27
29
25
25
31
27
27
30
26
25
27
25
24
27
24
26
27
28
26
27
26
32
28
27
25
28
26
24
27
27
26
27
34
27
26
25
29
26
28
26
30
26
25
25
25
25
27
27
24
28
25
24
30
26
26
26
26
28
25
29
24
26
30
27
24
40
25
26
27
27
31
26
27
24
26
30
26
30
24
26
27
24
24
26
25
30
24
33
26
28
32
26
28
26
30
27
24
25
28
24
29
24
25
29
25
24
24
26
26
28
26
26
28
30
26
27
29
26
25
26
28
26
26
28
26
27
26
27
26
25
26
31
27
24
25
29
27
29
27
29
26
26
31
26
26
33
31
27
29
24
24
27
29
26
24
27
27
26
27
24
26
25
29
29
27
27
24
33
24
27
25
27
29
25
28
27
30
26
24
26
26
25
26
42
25
29
31
28
28
33
26
24
28
25
25
31
26
25
24
26
26
