cost
48
45
45
44
46
61
43
44
48
61
45
47
47
49
50
45
45
57
57
44
54
54
44
45
46
45
45
48
45
47
44
43
47
48
45
47
46
48
43
44
47
44
48
45
48
52
50
51
50
43
45
50
43
42
50
51
47
49
45
46
46
43
47
44
48
47
45
47
52
51
47
48
49
51
48
51
43
58
45
48
49
45
45
42
53
48
43
47
43
50
45
51
55
42
45
46
47
63
44
46
45
48
46
44
52
58
43
45
48
44
44
50
46
50
46
47
43
44
47
42
46
54
47
49
48
48
48
46
50
49
49
42
55
43
47
44
43
44
45
43
53
98
43
49
44
45
43
44
45
48
45
44
47
51
46
42
45
49
50
44
46
42
50
49
43
49
43
43
51
43
47
44
49
44
47
47
46
49
48
50
48
45
46
48
44
45
49
45
46
43
50
51
47
50
45
47
49
44
46
53
47
50
44
45
44
49
46
47
49
49
52
46
51
47
42
46
42
46
45
45
48
43
51
45
43
46
51
45
49
46
47
63
47
48
47
42
46
44
49
50
45
49
49
54
47
45
45
49
45
45
49
58
52
44
47
45
46
51
44
43
48
44
44
44
45
53
58
47
43
45
43
46
51
54
45
49
49
47
44
43
47
44
50
45
46
46
51
44
44
51
45
47
54
46
47
47
44
45
47
48
45
51
54
46
45
55
46
45
49
48
55
54
49
47
46
50
50
52
45
45
48
45
46
47
44
43
45
49
52
46
51
45
51
45
43
46
42
49
50
44
44
46
42
49
48
51
43
47
44
46
42
53
46
55
44
46
46
45
45
45
52
48
47
47
46
49
46
50
48
46
47
49
45
47
48
