cost
46
50
43
48
48
55
46
44
60
49
57
45
54
45
41
44
46
52
48
51
51
54
46
47
44
59
49
51
60
53
42
49
43
42
46
51
43
52
47
48
58
41
39
61
41
44
41
36
51
44
40
37
49
49
49
52
44
57
48
50
45
40
50
62
38
43
49
47
55
41
52
41
67
44
51
48
47
53
53
51
41
38
40
38
51
48
49
45
42
44
49
50
52
37
44
44
45
40
55
42
51
47
47
43
52
43
49
52
49
60
44
48
39
58
42
53
49
43
57
50
60
45
46
49
44
49
47
38
45
36
44
52
44
58
45
46
43
41
58
44
57
50
61
65
38
45
46
52
45
45
40
46
47
46
44
47
55
48
47
43
39
48
41
48
46
45
51
39
39
40
41
46
62
46
50
57
51
43
49
42
44
56
52
46
52
56
46
52
43
52
57
41
41
43
39
47
48
48
43
47
62
43
45
41
49
64
47
48
45
45
48
53
52
74
54
43
45
45
40
53
49
43
44
45
45
38
43
46
53
50
50
51
41
44
46
37
47
61
43
53
47
47
45
45
48
51
41
49
44
61
52
41
45
42
44
51
50
47
42
42
55
46
55
48
52
53
47
55
43
36
40
47
47
56
35
43
41
38
59
49
57
57
40
43
40
36
45
41
53
48
58
